StudentID,Number Class Attended,Previous Semester Score,Currently Working,Sleep Hours,Number of Practice Sets Solved
BITS7346,7,57,Yes,4,3
BITS7347,2,66,Yes,6,7
BITS7348,7,90,Yes,9,7
BITS7349,9,99,Yes,8,1
BITS7350,2,49,Yes,8,7
BITS7351,7,88,Yes,5,6
BITS7352,4,54,No,4,8
BITS7353,2,58,Yes,4,4
BITS7354,7,48,Yes,6,1
BITS7355,5,43,Yes,6,4
BITS7356,1,54,Yes,5,1
BITS7357,5,90,Yes,5,4
BITS7358,3,87,No,5,8
BITS7359,7,47,No,7,6
BITS7360,6,88,No,4,6
BITS7361,8,92,No,5,0
BITS7362,5,40,Yes,4,8
BITS7363,2,46,No,9,5
BITS7364,9,92,No,8,6
BITS7365,8,70,Yes,8,1
BITS7366,6,57,No,4,0
BITS7367,7,51,No,9,3
BITS7368,9,87,Yes,8,8
BITS7369,7,69,Yes,8,8
BITS7370,3,72,No,8,2
BITS7371,6,98,Yes,6,0
BITS7372,7,86,No,9,1
BITS7373,2,46,Yes,6,8
BITS7374,3,67,No,4,8
BITS7375,4,88,No,4,0
BITS7376,6,42,No,7,8
BITS7377,1,82,Yes,6,0
BITS7378,9,45,Yes,4,9
BITS7379,5,70,No,6,3
BITS7380,7,77,Yes,7,4
BITS7381,9,54,Yes,4,7
BITS7382,9,46,No,4,4
BITS7383,1,82,Yes,4,4
BITS7384,1,69,Yes,4,3
BITS7385,3,66,No,5,8
BITS7386,6,56,No,9,7
BITS7387,2,94,Yes,9,8
BITS7388,1,57,Yes,6,6
BITS7389,1,61,Yes,6,6
BITS7390,5,95,No,6,4
BITS7391,4,92,Yes,7,9
BITS7392,1,65,Yes,5,0
BITS7393,4,90,Yes,6,5
BITS7394,3,66,Yes,6,9
BITS7395,2,79,Yes,4,5
BITS7396,9,63,Yes,4,9
BITS7397,1,91,No,4,3
BITS7398,7,47,No,6,1
BITS7399,4,60,No,4,0
BITS7400,5,68,Yes,6,2
BITS7401,5,82,Yes,7,8
BITS7402,1,60,No,7,0
BITS7403,6,42,No,8,4
BITS7404,9,70,No,5,9
BITS7405,2,94,No,4,5
BITS7406,7,66,No,9,8
BITS7407,6,85,Yes,4,0
BITS7408,5,66,Yes,5,4
BITS7409,4,48,Yes,5,0
BITS7410,4,96,Yes,8,1
BITS7411,6,72,Yes,5,1
BITS7412,4,72,No,6,4
BITS7413,5,65,No,4,9
BITS7414,6,67,Yes,5,3
BITS7415,5,83,No,6,5
BITS7416,7,82,Yes,5,4
BITS7417,9,70,Yes,9,1
BITS7418,7,92,No,6,8
BITS7419,7,40,Yes,7,9
BITS7420,4,59,Yes,6,7
BITS7421,1,51,Yes,8,8
BITS7422,8,56,No,6,5
BITS7423,4,54,No,5,4
BITS7424,1,73,Yes,7,4
BITS7425,5,89,Yes,7,1
BITS7426,8,55,No,6,3
BITS7427,4,43,No,5,1
BITS7428,8,47,No,7,1
BITS7429,8,73,No,9,7
BITS7430,3,85,Yes,6,3
BITS7431,9,64,Yes,6,3
BITS7432,3,54,Yes,6,6
BITS7433,1,67,No,7,3
BITS7434,2,48,No,4,8
BITS7435,6,41,Yes,5,8
BITS7436,2,56,No,8,2
BITS7437,6,97,Yes,8,5
BITS7438,1,49,No,5,6
BITS7439,1,,Yes,4,2
BITS7440,5,70,Yes,5,3
BITS7441,9,41,Yes,6,0
BITS7442,8,63,Yes,9,8
BITS7443,3,58,No,5,6
BITS7444,3,56,Yes,5,9
BITS7445,1,82,Yes,9,6
BITS7446,3,88,Yes,7,8
BITS7447,1,49,Yes,8,5
BITS7448,8,89,No,8,7
BITS7449,1,94,Yes,6,4
BITS7450,5,67,Yes,9,7
BITS7451,9,77,No,6,9
BITS7452,7,87,Yes,7,0
BITS7453,4,67,Yes,6,2
BITS7454,9,98,Yes,9,3
BITS7455,9,89,Yes,9,8
BITS7456,2,91,No,4,7
BITS7457,6,89,No,7,7
BITS7458,4,40,No,9,1
BITS7459,8,99,No,9,6
BITS7460,7,42,No,7,2
BITS7461,7,54,No,5,5
BITS7462,9,91,Yes,5,3
BITS7463,5,49,Yes,4,5
BITS7464,6,60,Yes,9,3
BITS7465,1,76,Yes,7,2
BITS7466,6,54,No,7,1
BITS7467,2,62,Yes,5,3
BITS7468,6,53,Yes,8,9
BITS7469,9,54,No,8,1
BITS7470,8,49,Yes,9,6
BITS7471,9,95,Yes,5,0
BITS7472,8,48,No,9,0
BITS7473,3,83,Yes,6,4
BITS7474,8,78,Yes,7,6
BITS7475,6,44,No,9,0
BITS7476,6,64,Yes,4,3
BITS7477,6,95,Yes,8,4
BITS7478,3,81,Yes,9,1
BITS7479,1,96,Yes,6,6
BITS7480,4,65,Yes,7,3
BITS7481,6,47,No,6,7
BITS7482,2,61,Yes,9,0
BITS7483,7,91,Yes,7,9
BITS7484,7,64,Yes,7,0
BITS7485,4,87,No,5,0
BITS7486,4,51,No,5,3
BITS7487,1,48,No,4,0
BITS7488,2,49,,4,4
BITS7489,9,87,Yes,6,5
BITS7490,8,49,Yes,5,6
BITS7491,8,48,Yes,7,7
BITS7492,9,65,Yes,5,7
BITS7493,7,74,No,7,1
BITS7494,9,66,Yes,5,3
BITS7495,2,99,Yes,7,6
BITS7496,6,70,No,6,8
BITS7497,3,58,No,5,8
BITS7498,6,82,No,8,2
BITS7499,3,77,No,8,6
BITS7500,8,45,No,7,3
BITS7501,4,54,Yes,6,8
BITS7502,6,68,Yes,7,6
BITS7503,9,86,Yes,6,5
BITS7504,2,84,Yes,4,8
BITS7505,2,93,Yes,5,6
BITS7506,7,44,No,6,7
BITS7507,2,53,Yes,7,4
BITS7508,2,92,Yes,4,3
BITS7509,4,41,No,7,0
BITS7510,9,62,No,8,7
BITS7511,8,83,Yes,8,5
BITS7512,2,91,Yes,5,3
BITS7513,8,85,No,9,2
BITS7514,4,58,Yes,5,4
BITS7515,2,63,No,4,3
BITS7516,7,59,Yes,8,6
BITS7517,6,86,No,6,5
BITS7518,5,66,No,8,2
BITS7519,1,91,No,9,9
BITS7520,2,63,Yes,5,0
BITS7521,8,56,No,7,6
BITS7522,1,64,No,4,4
BITS7523,3,85,Yes,9,0
BITS7524,2,94,Yes,8,0
BITS7525,5,70,Yes,6,5
BITS7526,4,67,No,9,3
BITS7527,7,89,No,6,7
BITS7528,5,98,No,6,1
BITS7529,8,67,Yes,4,3
BITS7530,4,61,Yes,6,7
BITS7531,6,95,No,6,7
BITS7532,4,98,Yes,8,4
BITS7533,2,44,Yes,4,2
BITS7534,1,93,No,7,3
BITS7535,1,83,No,7,2
BITS7536,8,81,Yes,6,1
BITS7537,4,47,No,9,3
BITS7538,5,77,Yes,5,8
BITS7539,8,67,Yes,4,5
BITS7540,,96,No,5,3
BITS7541,8,86,No,4,0
BITS7542,8,51,Yes,4,6
BITS7543,6,96,Yes,8,1
BITS7544,2,64,No,6,5
BITS7545,6,77,Yes,8,9
BITS7546,1,83,Yes,9,0
BITS7547,1,54,Yes,5,6
BITS7548,3,83,Yes,5,3
BITS7549,3,80,Yes,7,2
BITS7550,5,90,No,9,9
BITS7551,1,92,Yes,9,6
BITS7552,6,73,Yes,8,2
BITS7553,7,99,No,8,7
BITS7554,3,84,No,9,3
BITS7555,4,52,No,8,2
BITS7556,3,47,Yes,7,6
BITS7557,1,98,Yes,8,6
BITS7558,8,52,No,8,8
BITS7559,2,75,No,9,9
BITS7560,1,45,No,9,6
BITS7561,8,77,No,8,5
BITS7562,7,71,No,8,2
BITS7563,7,60,Yes,9,3
BITS7564,4,83,No,5,7
BITS7565,9,83,Yes,6,5
BITS7566,6,88,Yes,5,8
BITS7567,2,98,No,8,7
BITS7568,1,46,No,4,7
BITS7569,1,65,No,4,9
BITS7570,9,54,No,7,9
BITS7571,4,95,No,5,6
BITS7572,5,88,Yes,9,9
BITS7573,3,81,No,7,0
BITS7574,4,62,No,7,4
BITS7575,8,91,Yes,4,6
BITS7576,4,77,No,5,9
BITS7577,9,80,No,6,8
BITS7578,9,54,No,9,3
BITS7579,6,87,Yes,5,7
BITS7580,2,92,No,7,0
BITS7581,7,79,No,8,3
BITS7582,9,55,No,7,3
BITS7583,6,71,No,5,1
BITS7584,3,76,Yes,4,2
BITS7585,7,57,No,5,2
BITS7586,5,59,Yes,6,8
BITS7587,1,85,No,9,6
BITS7588,3,41,No,9,1
BITS7589,5,94,No,8,8
BITS7590,7,62,Yes,8,7
BITS7591,3,69,No,7,5
BITS7592,6,42,No,5,5
BITS7593,5,85,Yes,9,1
BITS7594,1,78,No,4,2
BITS7595,6,86,No,6,5
BITS7596,8,88,No,7,2
BITS7597,1,40,No,5,6
BITS7598,2,80,Yes,4,4
BITS7599,4,61,Yes,5,3
BITS7600,2,68,Yes,4,7
BITS7601,9,53,No,5,1
BITS7602,8,87,No,5,2
BITS7603,8,67,No,9,9
BITS7604,4,60,No,7,3
BITS7605,5,84,Yes,5,9
BITS7606,4,71,No,5,5
BITS7607,9,45,Yes,7,4
BITS7608,2,93,No,7,4
BITS7609,8,40,No,8,6
BITS7610,2,60,Yes,8,7
BITS7611,1,96,No,9,5
BITS7612,3,43,Yes,7,2
BITS7613,9,42,Yes,6,3
BITS7614,3,88,No,9,0
BITS7615,9,69,Yes,4,4
BITS7616,7,70,Yes,7,9
BITS7617,1,73,No,8,7
BITS7618,5,58,Yes,5,2
BITS7619,9,59,Yes,7,9
BITS7620,3,62,No,7,3
BITS7621,9,93,Yes,8,3
BITS7622,5,98,No,8,5
BITS7623,9,79,Yes,6,8
BITS7624,6,64,No,9,9
BITS7625,9,54,No,8,2
BITS7626,7,77,No,8,3
BITS7627,7,62,No,8,5
BITS7628,8,91,No,9,5
BITS7629,7,41,Yes,5,6
BITS7630,9,96,No,7,0
BITS7631,9,96,No,7,8
BITS7632,6,54,Yes,8,1
BITS7633,7,91,No,9,3
BITS7634,2,83,Yes,6,2
BITS7635,9,74,Yes,8,2
BITS7636,1,49,No,9,4
BITS7637,1,53,Yes,9,6
BITS7638,3,66,Yes,6,6
BITS7639,6,93,Yes,9,6
BITS7640,5,53,No,7,2
BITS7641,2,74,Yes,6,8
BITS7642,9,72,No,6,5
BITS7643,4,91,No,4,9
BITS7644,4,40,Yes,6,7
BITS7645,5,73,No,6,0
BITS7646,8,58,Yes,5,3
BITS7647,4,63,Yes,7,6
BITS7648,5,81,No,8,8
BITS7649,4,43,No,4,2
BITS7650,6,75,No,6,5
BITS7651,3,52,Yes,5,7
BITS7652,8,97,Yes,5,2
BITS7653,6,71,Yes,9,5
BITS7654,5,48,No,8,8
BITS7655,2,78,Yes,8,8
BITS7656,7,55,Yes,7,5
BITS7657,2,89,Yes,9,4
BITS7658,1,42,Yes,6,0
BITS7659,7,91,No,5,2
BITS7660,5,59,Yes,4,2
BITS7661,1,49,No,7,3
BITS7662,4,95,Yes,6,4
BITS7663,4,97,Yes,9,7
BITS7664,7,97,Yes,8,8
BITS7665,9,61,No,9,6
BITS7666,2,87,No,6,9
BITS7667,1,42,No,9,5
BITS7668,2,50,Yes,8,2
BITS7669,7,64,Yes,6,8
BITS7670,6,81,No,4,9
BITS7671,4,87,Yes,7,0
BITS7672,1,47,Yes,9,8
BITS7673,1,48,No,8,2
BITS7674,5,54,Yes,4,8
BITS7675,1,71,Yes,5,9
BITS7676,7,92,Yes,4,0
BITS7677,1,42,No,4,7
BITS7678,1,43,Yes,4,5
BITS7679,2,69,No,8,8
BITS7680,3,52,Yes,5,3
BITS7681,1,83,No,7,4
BITS7682,9,60,No,4,5
BITS7683,8,80,No,8,8
BITS7684,5,96,No,8,5
BITS7685,2,85,Yes,7,8
BITS7686,5,58,No,6,1
BITS7687,6,78,Yes,5,3
BITS7688,1,87,Yes,5,2
BITS7689,4,61,No,9,3
BITS7690,9,59,Yes,4,0
BITS7691,2,76,Yes,6,1
BITS7692,5,70,Yes,5,3
BITS7693,1,49,Yes,9,9
BITS7694,4,57,No,4,3
BITS7695,4,82,Yes,6,4
BITS7696,6,78,Yes,8,8
BITS7697,9,85,Yes,4,0
BITS7698,3,59,Yes,6,7
BITS7699,9,57,Yes,7,2
BITS7700,6,50,No,5,8
BITS7701,7,61,Yes,4,7
BITS7702,2,98,No,9,7
BITS7703,6,83,Yes,8,8
BITS7704,6,57,No,9,3
BITS7705,2,97,Yes,4,4
BITS7706,2,73,Yes,5,6
BITS7707,2,62,No,5,1
BITS7708,1,40,No,6,6
BITS7709,5,94,No,9,2
BITS7710,8,49,Yes,9,5
BITS7711,2,92,No,8,5
BITS7712,5,40,No,6,5
BITS7713,8,77,No,8,9
BITS7714,5,78,Yes,4,1
BITS7715,2,88,Yes,4,8
BITS7716,3,48,Yes,9,7
BITS7717,6,70,No,6,6
BITS7718,5,46,Yes,7,8
BITS7719,4,56,Yes,5,3
BITS7720,4,74,Yes,6,1
BITS7721,5,87,Yes,6,3
BITS7722,2,76,No,4,9
BITS7723,9,91,Yes,5,2
BITS7724,2,57,No,6,1
BITS7725,2,72,No,4,1
BITS7726,9,43,No,4,7
BITS7727,3,62,No,9,4
BITS7728,7,50,No,9,5
BITS7729,4,91,No,6,7
BITS7730,6,48,Yes,6,6
BITS7731,4,69,No,4,6
BITS7732,7,47,Yes,9,6
BITS7733,1,79,No,6,6
BITS7734,3,44,Yes,5,7
BITS7735,3,51,No,4,0
BITS7736,1,40,Yes,4,2
BITS7737,6,54,Yes,6,0
BITS7738,9,64,No,6,7
BITS7739,8,57,No,6,1
BITS7740,7,77,No,5,6
BITS7741,8,81,No,4,5
BITS7742,6,85,Yes,7,0
BITS7743,9,92,Yes,5,5
BITS7744,3,65,No,5,8
BITS7745,9,79,No,9,2
BITS7746,4,98,Yes,4,6
BITS7747,7,42,No,7,3
BITS7748,9,93,Yes,4,0
BITS7749,2,61,No,5,6
BITS7750,2,65,No,6,0
BITS7751,9,58,Yes,4,3
BITS7752,3,83,Yes,4,8
BITS7753,9,83,No,6,4
BITS7754,5,86,Yes,7,6
BITS7755,6,99,No,7,6
BITS7756,2,78,Yes,4,2
BITS7757,8,98,No,6,7
BITS7758,9,75,No,9,0
BITS7759,2,60,No,4,3
BITS7760,6,80,Yes,6,9
BITS7761,6,93,Yes,5,3
BITS7762,8,87,Yes,9,1
BITS7763,5,65,Yes,6,5
BITS7764,9,52,No,4,0
BITS7765,1,75,Yes,8,2
BITS7766,9,63,Yes,7,8
BITS7767,7,80,Yes,4,9
BITS7768,4,65,No,6,5
BITS7769,3,60,Yes,9,1
BITS7770,6,57,Yes,9,8
BITS7771,,54,No,6,1
BITS7772,3,54,No,7,6
BITS7773,2,45,No,4,0
BITS7774,9,82,No,9,4
BITS7775,3,70,No,9,6
BITS7776,2,67,No,8,2
BITS7777,4,47,No,5,3
BITS7778,2,68,Yes,8,4
BITS7779,1,60,No,5,2
BITS7780,6,56,No,9,5
BITS7781,8,95,No,5,2
BITS7782,2,96,No,4,7
BITS7783,9,88,No,9,6
BITS7784,3,63,Yes,9,0
BITS7785,8,97,Yes,5,1
BITS7786,8,99,Yes,6,3
BITS7787,3,89,Yes,5,4
BITS7788,3,75,Yes,5,9
BITS7789,6,70,Yes,7,3
BITS7790,1,86,Yes,7,3
BITS7791,4,73,No,4,8
BITS7792,1,41,No,4,3
BITS7793,3,81,No,6,3
BITS7794,9,42,No,7,3
BITS7795,5,69,No,8,1
BITS7796,5,47,No,4,7
BITS7797,4,91,Yes,4,3
BITS7798,3,46,No,7,4
BITS7799,5,51,No,7,7
BITS7800,4,97,No,6,3
BITS7801,8,58,Yes,7,4
BITS7802,4,65,Yes,5,4
BITS7803,8,67,Yes,9,5
BITS7804,6,54,No,8,6
BITS7805,5,53,No,9,2
BITS7806,4,87,No,5,9
BITS7807,4,98,Yes,5,2
BITS7808,4,53,Yes,9,8
BITS7809,9,42,No,5,0
BITS7810,4,89,Yes,4,9
BITS7811,9,68,No,9,7
BITS7812,6,99,Yes,5,9
BITS7813,7,93,Yes,4,2
BITS7814,3,45,Yes,7,4
BITS7815,8,88,No,8,2
BITS7816,3,62,Yes,8,9
BITS7817,1,67,No,5,0
BITS7818,5,53,No,8,9
BITS7819,2,53,No,4,4
BITS7820,6,59,Yes,7,7
BITS7821,9,52,Yes,5,4
BITS7822,1,66,Yes,6,3
BITS7823,4,99,No,9,8
BITS7824,1,74,Yes,8,0
BITS7825,1,84,Yes,8,4
BITS7826,8,,No,5,0
BITS7827,2,41,No,9,5
BITS7828,1,80,No,9,9
BITS7829,8,84,Yes,8,8
BITS7830,4,79,Yes,8,1
BITS7831,3,87,No,6,3
BITS7832,4,63,Yes,9,7
BITS7833,5,68,No,4,2
BITS7834,1,42,Yes,5,6
BITS7835,1,84,No,5,6
BITS7836,3,43,Yes,6,1
BITS7837,6,89,No,6,9
BITS7838,1,41,No,4,3
BITS7839,2,59,No,7,0
BITS7840,7,93,Yes,5,7
BITS7841,1,92,Yes,9,9
BITS7842,7,54,Yes,8,9
BITS7843,4,88,No,4,8
BITS7844,6,71,No,5,0
BITS7845,8,81,No,9,6
BITS7846,9,40,No,4,0
BITS7847,6,77,No,7,0
BITS7848,9,74,No,9,8
BITS7849,4,90,No,5,9
BITS7850,6,46,No,8,9
BITS7851,8,84,No,9,5
BITS7852,9,52,Yes,5,0
BITS7853,3,88,No,4,6
BITS7854,2,40,Yes,7,2
BITS7855,6,53,No,9,9
BITS7856,4,68,Yes,4,3
BITS7857,1,97,No,4,3
BITS7858,8,42,Yes,6,7
BITS7859,9,85,No,4,0
BITS7860,9,63,No,9,7
BITS7861,2,40,No,7,8
BITS7862,9,87,Yes,8,6
BITS7863,7,49,No,6,0
BITS7864,5,52,Yes,4,6
BITS7865,7,75,Yes,9,5
BITS7866,9,48,Yes,5,4
BITS7867,8,53,Yes,6,4
BITS7868,6,75,Yes,7,0
BITS7869,4,49,No,5,5
BITS7870,1,79,Yes,7,3
BITS7871,6,62,Yes,5,0
BITS7872,3,74,Yes,8,7
BITS7873,6,94,Yes,7,7
BITS7874,6,46,No,5,3
BITS7875,4,81,No,7,6
BITS7876,2,74,No,6,2
BITS7877,9,41,Yes,7,7
BITS7878,2,54,Yes,9,6
BITS7879,3,48,Yes,7,4
BITS7880,1,86,No,5,4
BITS7881,7,56,Yes,7,8
BITS7882,1,78,No,8,5
BITS7883,9,91,Yes,4,5
BITS7884,1,57,Yes,6,1
BITS7885,5,54,No,9,4
BITS7886,7,57,Yes,5,3
BITS7887,3,63,No,7,9
BITS7888,9,62,Yes,7,2
BITS7889,8,51,No,7,8
BITS7890,3,62,Yes,6,6
BITS7891,5,60,Yes,9,3
BITS7892,7,65,Yes,4,8
BITS7893,4,47,Yes,8,8
BITS7894,5,69,Yes,9,6
BITS7895,3,73,No,8,4
BITS7896,9,41,No,9,8
BITS7897,9,44,Yes,5,6
BITS7898,7,70,No,4,8
BITS7899,2,72,No,4,2
BITS7900,7,93,No,6,8
BITS7901,7,43,No,9,0
BITS7902,5,45,Yes,7,4
BITS7903,9,62,No,4,1
BITS7904,3,84,No,9,0
BITS7905,4,58,Yes,7,2
BITS7906,1,82,Yes,6,6
BITS7907,6,84,Yes,9,2
BITS7908,4,47,Yes,9,9
BITS7909,1,78,Yes,5,9
BITS7910,2,52,Yes,9,8
BITS7911,3,40,Yes,5,2
BITS7912,9,45,Yes,7,5
BITS7913,8,46,No,7,1
BITS7914,7,87,Yes,4,7
BITS7915,4,66,No,6,9
BITS7916,1,54,Yes,5,4
BITS7917,8,91,Yes,4,1
BITS7918,4,73,No,8,6
BITS7919,3,97,Yes,4,2
BITS7920,9,96,Yes,7,4
BITS7921,4,62,No,8,8
BITS7922,4,87,No,4,0
BITS7923,9,88,No,9,1
BITS7924,2,63,No,6,4
BITS7925,5,54,No,5,3
BITS7926,4,74,No,9,0
BITS7927,9,43,Yes,8,6
BITS7928,5,83,Yes,6,8
BITS7929,9,76,Yes,4,0
BITS7930,9,56,Yes,9,7
BITS7931,2,70,Yes,7,8
BITS7932,9,77,No,7,1
BITS7933,3,49,No,6,0
BITS7934,4,93,Yes,7,5
BITS7935,1,89,No,5,6
BITS7936,1,66,Yes,6,1
BITS7937,1,81,No,6,4
BITS7938,9,45,Yes,7,4
BITS7939,,95,Yes,6,6
BITS7940,5,45,Yes,4,0
BITS7941,5,91,No,8,9
BITS7942,9,54,No,9,7
BITS7943,3,43,Yes,8,
BITS7944,3,96,No,9,2
BITS7945,7,87,Yes,7,8
BITS7946,9,93,Yes,5,2
BITS7947,6,95,No,5,6
BITS7948,2,79,Yes,7,9
BITS7949,1,46,Yes,7,6
BITS7950,2,90,Yes,6,9
BITS7951,1,97,No,5,7
BITS7952,9,88,Yes,8,9
BITS7953,8,92,Yes,7,7
BITS7954,7,84,Yes,8,3
BITS7955,3,86,Yes,9,0
BITS7956,8,65,No,8,3
BITS7957,2,97,Yes,5,5
BITS7958,2,70,Yes,9,9
BITS7959,3,41,No,8,5
BITS7960,7,67,No,6,5
BITS7961,1,81,No,6,6
BITS7962,8,52,No,5,0
BITS7963,7,57,No,6,9
BITS7964,4,69,No,7,0
BITS7965,5,94,Yes,9,6
BITS7966,1,50,Yes,5,3
BITS7967,,52,No,9,5
BITS7968,1,90,Yes,8,5
BITS7969,1,63,No,7,8
BITS7970,1,96,Yes,5,1
BITS7971,7,68,No,8,3
BITS7972,7,95,No,8,3
BITS7973,4,93,Yes,8,6
BITS7974,2,44,No,8,0
BITS7975,3,74,Yes,8,4
BITS7976,8,58,No,5,3
BITS7977,8,94,No,6,1
BITS7978,6,52,Yes,8,4
BITS7979,9,44,No,7,8
BITS7980,9,83,Yes,5,7
BITS7981,4,53,Yes,4,8
BITS7982,1,77,Yes,6,6
BITS7983,1,61,Yes,7,9
BITS7984,5,48,Yes,8,6
BITS7985,2,88,No,5,1
BITS7986,6,79,No,5,2
BITS7987,7,65,Yes,8,9
BITS7988,1,84,No,7,7
BITS7989,6,44,Yes,5,1
BITS7990,8,68,No,9,6
BITS7991,5,93,Yes,6,5
BITS7992,7,61,No,7,9
BITS7993,6,88,Yes,8,3
BITS7994,4,42,No,7,3
BITS7995,7,67,Yes,9,2
BITS7996,9,77,Yes,7,5
BITS7997,7,53,No,4,2
BITS7998,5,86,Yes,8,8
BITS7999,7,53,Yes,6,3
BITS8000,3,82,No,8,3
BITS8001,2,50,No,4,1
BITS8002,5,48,Yes,8,1
BITS8003,4,77,Yes,8,6
BITS8004,5,86,Yes,6,4
BITS8005,8,83,Yes,4,2
BITS8006,4,45,No,8,5
BITS8007,9,40,Yes,9,5
BITS8008,7,64,Yes,8,0
BITS8009,7,55,No,5,2
BITS8010,8,91,No,8,4
BITS8011,6,54,Yes,6,6
BITS8012,8,73,No,5,3
BITS8013,3,56,No,9,7
BITS8014,1,42,No,9,2
BITS8015,6,42,Yes,9,5
BITS8016,1,76,Yes,4,5
BITS8017,9,56,Yes,9,8
BITS8018,2,94,No,7,3
BITS8019,2,88,Yes,6,6
BITS8020,7,91,Yes,4,9
BITS8021,2,77,Yes,5,0
BITS8022,8,40,No,7,0
BITS8023,6,46,Yes,4,1
BITS8024,7,65,Yes,6,3
BITS8025,7,86,Yes,5,5
BITS8026,6,78,Yes,6,3
BITS8027,9,58,No,6,5
BITS8028,9,91,Yes,5,1
BITS8029,7,93,Yes,9,8
BITS8030,9,69,No,8,2
BITS8031,3,82,No,6,6
BITS8032,3,94,No,9,0
BITS8033,1,53,No,5,7
BITS8034,5,52,No,6,3
BITS8035,4,59,Yes,8,4
BITS8036,2,65,No,5,6
BITS8037,9,66,No,4,2
BITS8038,3,64,No,4,8
BITS8039,8,48,Yes,9,8
BITS8040,6,80,Yes,4,7
BITS8041,5,87,Yes,7,0
BITS8042,1,51,No,6,1
BITS8043,4,49,Yes,6,1
BITS8044,3,45,No,5,2
BITS8045,1,89,No,7,1
BITS8046,5,73,Yes,6,0
BITS8047,6,98,Yes,5,4
BITS8048,2,91,Yes,8,5
BITS8049,3,80,No,6,6
BITS8050,6,58,Yes,9,9
BITS8051,4,45,Yes,6,6
BITS8052,9,41,Yes,8,1
BITS8053,5,54,Yes,8,6
BITS8054,4,56,Yes,6,1
BITS8055,2,55,No,8,1
BITS8056,6,67,No,5,5
BITS8057,2,60,Yes,6,5
BITS8058,7,47,No,6,7
BITS8059,3,49,No,4,4
BITS8060,9,49,No,9,4
BITS8061,5,89,Yes,6,9
BITS8062,8,49,No,4,0
BITS8063,6,48,Yes,8,3
BITS8064,8,67,No,9,0
BITS8065,3,63,Yes,9,9
BITS8066,3,58,No,8,4
BITS8067,5,72,No,5,7
BITS8068,3,43,Yes,4,0
BITS8069,8,95,Yes,6,2
BITS8070,8,42,No,4,0
BITS8071,2,81,Yes,8,5
BITS8072,4,51,Yes,8,9
BITS8073,1,57,Yes,5,0
BITS8074,4,62,Yes,9,9
BITS8075,4,59,No,9,2
BITS8076,9,45,Yes,8,4
BITS8077,3,92,No,4,4
BITS8078,2,73,No,9,1
BITS8079,9,81,Yes,6,2
BITS8080,9,41,Yes,6,8
BITS8081,1,69,Yes,4,0
BITS8082,6,48,Yes,5,0
BITS8083,8,66,No,6,1
BITS8084,3,81,No,4,7
BITS8085,9,73,Yes,4,5
BITS8086,2,79,No,8,3
BITS8087,6,63,Yes,9,6
BITS8088,1,88,No,8,5
BITS8089,7,56,No,9,8
BITS8090,3,68,No,5,5
BITS8091,7,75,Yes,5,1
BITS8092,4,89,Yes,5,2
BITS8093,9,51,No,4,8
BITS8094,5,70,Yes,4,6
BITS8095,3,88,Yes,8,5
BITS8096,8,48,No,6,4
BITS8097,6,58,Yes,9,2
BITS8098,2,85,Yes,9,3
BITS8099,3,85,No,5,0
BITS8100,8,56,No,9,4
BITS8101,7,41,No,7,6
BITS8102,6,79,No,5,1
BITS8103,1,44,Yes,9,7
BITS8104,9,98,Yes,8,9
BITS8105,3,78,No,9,5
BITS8106,5,93,No,4,9
BITS8107,7,87,Yes,8,2
BITS8108,7,55,Yes,8,1
BITS8109,3,56,Yes,8,7
BITS8110,4,93,No,7,3
BITS8111,7,66,No,7,6
BITS8112,8,46,No,9,6
BITS8113,2,91,No,5,9
BITS8114,9,47,Yes,9,8
BITS8115,7,47,No,9,9
BITS8116,8,62,No,9,7
BITS8117,6,71,Yes,4,7
BITS8118,6,82,No,8,6
BITS8119,9,86,Yes,6,9
BITS8120,4,57,No,5,4
BITS8121,5,77,Yes,5,8
BITS8122,9,93,Yes,8,6
BITS8123,1,51,Yes,5,2
BITS8124,4,54,No,8,5
BITS8125,7,67,No,5,2
BITS8126,9,94,No,9,5
BITS8127,6,77,No,4,7
BITS8128,,89,No,5,8
BITS8129,9,95,No,5,1
BITS8130,4,70,Yes,6,5
BITS8131,1,91,No,4,2
BITS8132,8,48,No,9,6
BITS8133,2,47,Yes,4,3
BITS8134,1,85,Yes,4,4
BITS8135,7,58,No,5,9
BITS8136,9,90,Yes,7,5
BITS8137,9,47,No,5,7
BITS8138,3,73,Yes,8,1
BITS8139,6,96,No,6,3
BITS8140,7,43,Yes,4,3
BITS8141,9,70,Yes,8,5
BITS8142,2,77,No,9,3
BITS8143,8,42,No,8,4
BITS8144,7,74,Yes,7,4
BITS8145,4,58,Yes,4,7
BITS8146,2,82,Yes,5,3
BITS8147,8,68,Yes,4,5
BITS8148,5,49,No,6,6
BITS8149,6,51,Yes,4,7
BITS8150,7,85,Yes,8,8
BITS8151,1,69,No,8,9
BITS8152,8,69,No,5,7
BITS8153,4,99,No,5,3
BITS8154,9,57,No,5,3
BITS8155,1,63,No,9,9
BITS8156,2,71,No,6,4
BITS8157,6,48,Yes,9,2
BITS8158,1,86,Yes,9,1
BITS8159,4,63,Yes,9,
BITS8160,8,65,No,4,8
BITS8161,5,42,No,7,7
BITS8162,9,62,Yes,4,5
BITS8163,6,50,Yes,5,8
BITS8164,1,49,No,6,4
